,Topic Number,Word,Probability
173,0.0,own,0.001292116823606193
174,0.0,serve,0.0012918211286887527
175,0.0,tier,0.0012795526999980211
176,0.0,section,0.0012762738624587655
177,0.0,use,0.0012644241796806455
178,0.0,earning,0.001262479112483561
179,0.0,high,0.0012562787160277367
180,0.0,general,0.0012460293946787715
181,0.0,locate,0.001244744984433055
182,0.0,lending,0.0012362032430246472
183,0.0,act,0.0012355350190773606
184,0.0,regard,0.001230199821293354
185,0.0,board,0.0012262086383998394
186,0.0,acquire,0.0012201033532619476
187,0.0,need,0.0012159510515630245
188,0.0,matter,0.001214036368764937
189,0.0,borrower,0.0012079156003892422
190,0.0,portfolio,0.0011812193552032113
191,0.0,charge,0.0011805915273725986
192,0.0,less,0.001179770682938397
193,0.0,experience,0.0011740413028746843
194,0.0,available,0.0011726832017302513
195,0.0,minimum,0.0011675975983962417
196,0.0,corporation,0.0011621008161455393
197,0.0,standard,0.001160496030934155
198,0.0,approximately,0.0011566770263016224
199,0.0,order,0.0011540346313267946
200,0.0,affiliate,0.001140179461799562
201,0.0,take,0.0011343646328896284
202,0.0,fee,0.001132959732785821
203,0.0,effective,0.0011260885512456298
204,0.0,operate,0.0011252998374402523
205,0.0,materially,0.0011141193099319935
206,0.0,allowance,0.0011115644592791796
207,0.0,net,0.0011110934428870678
208,0.0,growth,0.0011044297134503722
209,0.0,lease,0.0011020473903045058
210,0.0,approval,0.0011008339934051037
211,0.0,first,0.0010872858110815287
212,0.0,cost,0.001086714561097324
213,0.0,become,0.0010848375968635082
214,0.0,reserve,0.0010784381302073598
215,0.0,cash,0.0010767491767182946
216,0.0,small,0.0010738465934991837
217,0.0,many,0.001071643433533609
218,0.0,compliance,0.0010674428194761276
219,0.0,person,0.0010672635398805141
220,0.0,regulator,0.0010597695363685489
221,0.0,impose,0.0010583095718175173
222,0.0,meet,0.001057491055689752
223,0.0,senior,0.001057049841620028
224,0.0,saving,0.0010547370184212923
225,0.0,acquisition,0.0010541938245296478
226,0.0,significantly,0.001052411156706512
227,0.0,secure,0.0010503727244213223
228,0.0,government,0.0010426437947899103
229,0.0,debt,0.001025842153467238
230,0.0,quarterly,0.0010166439460590482
231,0.0,reduce,0.0010085602989420295
232,0.0,balance,0.0009970476385205984
233,0.0,community,0.000996596529148519
234,0.0,failure,0.0009882184676826
235,0.0,note,0.000984251033514738
236,0.0,independent,0.000980241922661662
237,0.0,determine,0.0009781478438526392
238,0.0,prior,0.0009731573518365622
239,0.0,implement,0.0009665066027082503
240,0.0,consolidate,0.0009653188171796501
241,0.0,define,0.0009622422512620687
242,0.0,competition,0.0009619418415240943
243,0.0,source,0.0009607217507436872
244,0.0,believe,0.0009556927834637463
245,0.0,event,0.0009523722692392766
246,0.0,individual,0.0009465638431720436
247,0.0,legal,0.0009464736212976277
248,0.0,practice,0.0009443163289688528
249,0.0,category,0.0009398760739713907
250,0.0,purpose,0.0009294263436459005
251,0.0,depend,0.0009224152308888733
252,0.0,meeting,0.0009103375487029552
253,0.0,conduct,0.0009101692121475935
254,0.0,sale,0.0009099076851271093
255,0.0,ownership,0.0009079878800548613
256,0.0,type,0.0009074115077964962
257,0.0,relationship,0.000907178851775825
258,0.0,permit,0.0008874915656633675
259,0.0,performance,0.0008874778868630528
260,0.0,day,0.0008802288793958724
261,0.0,approve,0.000870214425958693
262,0.0,respect,0.0008699620375409722
263,0.0,month,0.0008565316093154252
264,0.0,prohibit,0.00085568887880072
265,0.0,related,0.0008543453295715153
266,0.0,currently,0.0008542349096387625
267,0.0,collateral,0.0008468205924145877
268,0.0,due,0.000845408474560827
269,0.0,guarantee,0.0008447717409580946
270,0.0,local,0.0008400370716117322
271,0.0,great,0.0008368626586161554
272,0.0,receive,0.0008358116028830409
273,0.0,warrant,0.0008330839918926358
274,0.0,cause,0.0008280804031528533
275,0.0,caption,0.0008208315703086555
276,0.0,limitation,0.0008196359849534929
277,0.0,expect,0.000817646854557097
278,0.0,manage,0.0008161935256794095
279,0.0,consolidated,0.0008150369976647198
280,0.0,proxy,0.0008125949534587562
281,0.0,average,0.0008116723620332778
282,0.0,thing,0.0008102915016934276
283,0.0,review,0.0008033866761252284
284,0.0,obtain,0.0007979163201525807
285,0.0,schedule,0.0007950742729008198
286,0.0,obligation,0.0007873487193137407
287,0.0,exist,0.0007861425401642919
288,0.0,liability,0.0007760786102153361
289,0.0,involve,0.0007741174194961786
290,0.0,member,0.0007732835365459323
291,0.0,authority,0.0007702215225435793
292,0.0,holder,0.0007677262765355408
293,0.0,governance,0.0007571014575660229
294,0.0,range,0.000755254877731204
295,0.0,restrict,0.0007549214060418308
296,0.0,consider,0.0007541253580711782
297,0.0,development,0.0007504867971874774
298,0.0,issuer,0.0007475033635273576
299,0.0,legislation,0.0007455554441548884
300,0.0,amendment,0.0007392414845526218
301,0.0,compete,0.0007331123342737556
302,0.0,full,0.0007315011462196708
303,0.0,exceed,0.0007312916568480432
304,0.0,potential,0.0007301667355932295
305,0.0,intend,0.0007293284870684147
306,0.0,percent,0.0007217054953798652
307,0.0,substantially,0.0007188522140495479
308,0.0,raise,0.0007182232802733779
309,0.0,appropriate,0.000718186201993376
310,0.0,portion,0.0007163414265960455
311,0.0,national,0.0007137453649193048
312,0.0,able,0.0007085485267452896
313,0.0,sell,0.0007071060827001929
314,0.0,guideline,0.0006984886713325977
315,0.0,design,0.0006973121198825538
316,0.0,organization,0.0006956718862056732
317,0.0,expense,0.0006894172984175384
318,0.0,primarily,0.000689369102474302
319,0.0,address,0.0006893359241075814
320,0.0,case,0.0006888615898787975
321,0.0,leverage,0.0006866247276775539
322,0.0,point,0.0006842712173238397
323,0.0,trust,0.000684047641698271
324,0.0,however,0.0006814319058321416
325,0.0,competitive,0.0006806357414461672
326,0.0,submit,0.000680533004924655
327,0.0,write,0.0006804915028624237
328,0.0,economy,0.0006790954503230751
329,0.0,party,0.000678428215906024
330,0.0,evaluation,0.0006741627003066242
331,0.0,recent,0.0006740919779986143
332,0.0,can,0.0006679210346192122
333,0.0,aggregate,0.0006664068787358701
334,0.0,least,0.0006647856789641082
335,0.0,competitor,0.0006631469004787505
336,0.0,authorize,0.0006628430564887822
337,0.0,residential,0.0006619728519581258
338,0.0,name,0.0006579316686838865
339,0.0,assurance,0.0006569977267645299
340,0.0,rating,0.0006549819372594357
341,0.0,employment,0.0006547233206219971
342,0.0,right,0.0006461548618972301
343,0.0,capitalize,0.0006395343807525933
344,0.0,estimate,0.0006387580651789904
345,0.0,quality,0.0006338765961118042
346,0.0,accountant,0.0006317774532362819
347,0.0,fail,0.0006287812138907611
348,0.0,operating,0.0006249582511372864
349,0.0,premium,0.000622511375695467
350,0.0,identify,0.0006224713870324194
351,0.0,concern,0.0006175361340865493
352,0.0,datum,0.000617444806266576
353,0.0,substantial,0.0006127047236077487
354,0.0,select,0.0006119236932136118
355,0.0,proposal,0.0006117158918641508
356,0.0,apply,0.0006106141372583807
357,0.0,construction,0.0006070038652978837
358,0.0,cover,0.0006043162429705262
359,0.0,position,0.0006042157765477896
360,0.0,none,0.0006038589053787291
361,0.0,examination,0.0006016974803060293
362,0.0,enforcement,0.0006016832194291055
363,0.0,decline,0.0005985173629596829
364,0.0,code,0.0005968092591501772
365,0.0,limited,0.0005946829915046692
366,0.0,otherwise,0.0005922366981394589
367,0.0,low,0.0005890046595595777
368,0.0,short,0.0005881220567971468
369,0.0,propose,0.0005877537187188864
370,0.0,tax,0.0005824313848279417
371,0.0,demand,0.0005806561675854027
372,0.0,perform,0.0005805483087897301
373,0.0,third,0.0005793360178358853
374,0.0,participate,0.0005773369921371341
375,0.0,restate,0.0005763130029663444
376,0.0,process,0.0005760065978392959
377,0.0,proceeding,0.0005749663687311113
378,0.0,primary,0.0005746777751483023
379,0.0,personal,0.0005745661910623312
380,0.0,document,0.0005738729960285127
381,0.0,see,0.0005738353356719017
382,0.0,consist,0.0005735078011639416
383,0.0,extent,0.0005700871115550399
384,0.0,comply,0.0005651242681778967
385,0.0,power,0.0005615726113319397
386,0.0,specify,0.0005598359857685864
387,0.0,merger,0.0005577997071668506
388,0.0,money,0.0005569030181504786
389,0.0,support,0.0005553655792027712
390,0.0,resource,0.0005529457703232765
391,0.0,list,0.0005513293435797095
392,0.0,monetary,0.0005501377745531499
393,0.0,open,0.0005494081415235996
394,0.0,possible,0.0005445535061880946
395,0.0,incentive,0.000542928755749017
396,0.0,distribution,0.0005423703114502132
397,0.0,adequate,0.0005399271030910313
398,0.0,exercise,0.0005389784346334636
399,0.0,long,0.0005371205625124276
400,0.0,vote,0.000533668790012598
401,0.0,specific,0.0005335594760254025
402,0.0,fix,0.0005324978847056627
403,0.0,sign,0.0005318084149621427
404,0.0,check,0.0005311042186804116
405,0.0,supervision,0.0005286624073050916
406,0.0,group,0.0005243732011877
407,0.0,incorporation,0.000524320057593286
408,0.0,nature,0.0005204664194025099
409,0.0,issuance,0.000518316519446671
410,0.0,home,0.0005151960067451
411,0.0,final,0.0005149879725649953
412,0.0,supervisory,0.0005136997788213193
413,0.0,connection,0.0005119343404658139
414,0.0,audit,0.0005116196116432548
415,0.0,occur,0.0005104915471747518
416,0.0,finance,0.0005099573754705489
417,0.0,grant,0.0005088197067379951
418,0.0,qualify,0.0005059962859377265
419,0.0,predict,0.0005059511167928576
420,0.0,allow,0.0005041175754740834
421,0.0,consent,0.0005035086069256067
422,0.0,repurchase,0.0005033529014326632
423,0.0,article,0.0005030123284086585
424,0.0,access,0.0005013306508772075
425,0.0,investor,0.0004991411115042865
426,0.0,give,0.000498150649946183
427,0.0,describe,0.0004966655396856368
428,0.0,committee,0.000496181717608124
429,0.0,earn,0.0004953288589604199
430,0.0,underwriting,0.0004907722468487918
431,0.0,expand,0.000490547448862344
432,0.0,begin,0.0004864954389631748
433,0.0,entity,0.0004860909830313176
434,0.0,key,0.00048187264474108815
435,0.0,present,0.0004796420398633927
436,0.0,line,0.00047952638124115765
437,0.0,weight,0.0004791007668245584
438,0.0,broker,0.00047632126370444894
439,0.0,funding,0.00047521392116323113
440,0.0,sheet,0.00047446988173760474
441,0.0,description,0.00047441633068956435
442,0.0,equal,0.00047147372970357537
443,0.0,certificate,0.00047121511306613684
444,0.0,place,0.0004688519984483719
445,0.0,facility,0.0004657801182474941
446,0.0,circumstance,0.00046545645454898477
447,0.0,special,0.00046510566608048975
448,0.0,charter,0.0004629697650671005
449,0.0,seek,0.0004621967382263392
450,0.0,assess,0.0004612309276126325
451,0.0,remain,0.0004599417734425515
452,0.0,difficult,0.0004568695730995387
453,0.0,evaluate,0.0004566012939903885
454,0.0,exposure,0.00045582151506096125
455,0.0,arrangement,0.0004554627521429211
456,0.0,extend,0.0004545649862848222
457,0.0,measure,0.00045430855243466794
458,0.0,profitability,0.00045237728045322
459,0.0,second,0.0004516543122008443
460,0.0,negatively,0.00045102875446900725
461,0.0,opportunity,0.00044957405771128833
462,0.0,coverage,0.00044956125202588737
463,0.0,post,0.0004490879364311695
464,0.0,defer,0.00044803155469708145
465,0.0,title,0.0004467286926228553
466,0.0,ethic,0.00044482038356363773
467,0.0,trading,0.00044370099203661084
468,0.0,technology,0.00044338006409816444
469,0.0,similar,0.00044279065332375467
470,0.0,borrowing,0.0004422088386490941
471,0.0,regulate,0.00044219655683264136
472,0.0,response,0.0004415521107148379
473,0.0,default,0.0004410927649587393
474,0.0,likely,0.00044101625098846853
475,0.0,filing,0.00044075888581573963
476,0.0,insured,0.00043963920325040817
477,0.0,environment,0.00043906475184485316
478,0.0,attract,0.0004359905724413693
479,0.0,enact,0.0004348878574091941
480,0.0,actual,0.00043432830716483295
481,0.0,forward_looke,0.00043427260243333876
482,0.0,location,0.00043373569496907294
483,0.0,declare,0.0004330725350882858
484,0.0,particular,0.0004303462919779122
485,0.0,personnel,0.0004303428577259183
486,0.0,record,0.00042645205394364893
487,0.0,governmental,0.0004261209978722036
488,0.0,variety,0.00042523560114204884
489,0.0,enter,0.00042436603689566255
490,0.0,disclose,0.0004235712403897196
491,0.0,retain,0.0004209972976241261
492,0.0,card,0.0004203715652693063
493,0.0,reasonable,0.0004202275304123759
494,0.0,incorporated,0.000416928727645427
495,0.0,previously,0.00041658306145109236
496,0.0,direct,0.0004152336623519659
497,0.0,excess,0.0004140827222727239
498,0.0,accept,0.00041371682891622186
499,0.0,anticipate,0.0004126412095502019
500,0.0,decrease,0.00041163951391354203
501,0.0,sufficient,0.00041094570769928396
502,0.0,statute,0.0004101176164112985
503,0.0,good,0.00040873652324080467
504,0.0,concentration,0.0004044885572511703
505,0.0,strategy,0.00040300493128597736
506,0.0,represent,0.000402008940000087
507,0.0,develop,0.00040024862391874194
508,0.0,precede,0.0003996793238911778
509,0.0,complete,0.00039700698107481003
510,0.0,unsecured,0.000396965304389596
511,0.0,effort,0.000395038427086547
512,0.0,notice,0.00039490999188274145
513,0.0,find,0.00039408623706549406
514,0.0,broad,0.0003922525211237371
515,0.0,directly,0.00039207504596561193
516,0.0,behalf,0.00039111918886192143
517,0.0,building,0.0003883976023644209
518,0.0,index,0.0003883859608322382
519,0.0,application,0.0003881410229951143
520,0.0,depositor,0.00038734442205168307
521,0.0,several,0.00038659622077830136
522,0.0,volatility,0.00038649229099974036
523,0.0,necessary,0.00038547537405975163
524,0.0,revenue,0.0003834250965155661
525,0.0,announce,0.00038246612530201674
526,0.0,participation,0.0003822324506472796
527,0.0,deem,0.0003803042054641992
528,0.0,ensure,0.00037917960435152054
529,0.0,problem,0.0003791583003476262
530,0.0,dependent,0.00037837540730834007
531,0.0,highly,0.0003766210866160691
532,0.0,independence,0.0003731360484380275
533,0.0,extension,0.00037257172516547143
534,0.0,adequacy,0.0003715729108080268
535,0.0,award,0.0003710703458636999
536,0.0,claim,0.00037077482556924224
537,0.0,know,0.00036795513005927205
538,0.0,emergency,0.0003675887710414827
539,0.0,unable,0.0003673823375720531
540,0.0,voting,0.00036715908208861947
541,0.0,discussion,0.0003668556164484471
542,0.0,uncertainty,0.0003666793927550316
543,0.0,preferred,0.0003666013653855771
544,0.0,wide,0.000363748287782073
545,0.0,inherent,0.00036315611214376986
546,0.0,elect,0.0003587476094253361
547,0.0,percentage,0.00035788529203273356
548,0.0,accordance,0.0003554459544830024
549,0.0,website,0.0003531738475430757
550,0.0,create,0.0003530217509251088
551,0.0,maximum,0.00035126565489917994
552,0.0,repayment,0.00035081757232546806
553,0.0,face,0.0003486702626105398
554,0.0,prevent,0.00034860617597587407
555,0.0,class,0.00034815253457054496
556,0.0,incur,0.000348004512488842
557,0.0,availability,0.0003470494120847434
558,0.0,disruption,0.0003443060559220612
559,0.0,entitle,0.00034406379563733935
560,0.0,flow,0.0003415900282561779
561,0.0,qualified,0.00034069924731738865
562,0.0,benefit,0.00034045623033307493
563,0.0,qualitative,0.00033723795786499977
564,0.0,effectiveness,0.00033717293990775943
565,0.0,certification,0.0003367757599335164
566,0.0,reflect,0.00033550194348208606
567,0.0,different,0.00033525319304317236
568,0.0,regional,0.0003348625614307821
569,0.0,fully,0.0003330569015815854
570,0.0,maturity,0.0003323637938592583
571,0.0,registration,0.0003322425181977451
572,0.0,extensive,0.0003315213252790272
573,0.0,transfer,0.00033026887103915215
574,0.0,forward_looking,0.000329633301589638
575,0.0,govern,0.0003295497444923967
576,0.0,union,0.00032943804399110377
577,0.0,quantitative,0.0003286290739197284
578,0.0,set,0.0003280926030129194
579,0.0,additionally,0.0003271675668656826
580,0.0,private,0.0003239567740820348
581,0.0,last,0.0003235174808651209
582,0.0,return,0.000321431114571169
583,0.0,exception,0.0003181418578606099
584,0.0,appear,0.0003169726696796715
585,0.0,volume,0.0003156096790917218
586,0.0,unsafe,0.00031519378535449505
587,0.0,brokerage,0.00031397640123032033
588,0.0,protection,0.0003122357011307031
589,0.0,major,0.00031162097002379596
590,0.0,series,0.00031106488313525915
591,0.0,auditor,0.0003102870541624725
592,0.0,comment,0.00030907156178727746
593,0.0,monitor,0.000308993156068027
594,0.0,overall,0.0003051677776966244
595,0.0,repay,0.00030376750510185957
596,0.0,improve,0.0003022045420948416
597,0.0,global,0.0003015313413925469
598,0.0,temporary,0.00030074402457103133
599,0.0,negative,0.00030069684726186097
600,0.0,soundness,0.0002992294612340629
601,0.0,violation,0.00029888263088651
602,0.0,supplementary,0.0002985094615723938
603,0.0,data,0.0002982137957587838
604,0.0,fair,0.00029685653862543404
605,0.0,structure,0.000294573197606951
606,0.0,mean,0.0002944859443232417
607,0.0,association,0.00029311844264157116
608,0.0,lead,0.00029240408912301064
609,0.0,protect,0.0002915480581577867
610,0.0,cumulative,0.0002906174922827631
611,0.0,legislative,0.0002902297710534185
612,0.0,tarp,0.0002901254629250616
613,0.0,enhance,0.0002894903882406652
614,0.0,instrument,0.00028942691278643906
615,0.0,associate,0.000288596871541813
616,0.0,fdic,0.0002881593827623874
617,0.0,bonus,0.00028657479560934007
618,0.0,strength,0.00028630622546188533
619,0.0,disagreement,0.0002860735694412142
620,0.0,single,0.0002855200436897576
621,0.0,advance,0.0002848236181307584
622,0.0,bear,0.00028412140090949833
623,0.0,internet,0.0002827268617693335
624,0.0,therefore,0.0002819284563884139
625,0.0,safety,0.00027974919066764414
626,0.0,function,0.0002792469458654523
627,0.0,timely,0.0002786788681987673
628,0.0,retail,0.0002774805761873722
629,0.0,request,0.0002773500746116042
630,0.0,originate,0.00027704364038072526
631,0.0,decision,0.0002750122803263366
632,0.0,discuss,0.0002740313357207924
633,0.0,foreign,0.0002727116225287318
634,0.0,strong,0.0002722156641539186
635,0.0,example,0.0002715631853789091
636,0.0,bearing,0.0002711246779654175
637,0.0,confidence,0.0002708083775360137
638,0.0,success,0.00026914451154880226
639,0.0,operational,0.0002686541120056063
640,0.0,dollar,0.0002686183142941445
641,0.0,recently,0.0002682726480998099
642,0.0,family,0.00026751257246360183
643,0.0,particularly,0.00026692217215895653
644,0.0,fourth,0.0002656124997884035
645,0.0,other,0.00026494116173125803
646,0.0,manner,0.000264900823822245
647,0.0,invest,0.00026469642762094736
648,0.0,exchange,0.00026386918034404516
649,0.0,trade,0.0002627290377859026
650,0.0,principle,0.0002623559266794473
651,0.0,call,0.0002617138670757413
652,0.0,target,0.0002612659300211817
653,0.0,frb,0.0002597263955976814
654,0.0,perpetual,0.00025915485457517207
655,0.0,achieve,0.00025835412088781595
656,0.0,trend,0.0002571511722635478
657,0.0,capacity,0.00025697043747641146
658,0.0,shall,0.0002548036281950772
659,0.0,unsound,0.0002543631417211145
660,0.0,effectively,0.0002541189023759216
661,0.0,summary,0.0002523168222978711
662,0.0,contract,0.00025150636793114245
663,0.0,financing,0.00025037999148480594
664,0.0,statutory,0.000250084325671196
665,0.0,telephone,0.00024869502522051334
666,0.0,size,0.000248037395067513
667,0.0,focus,0.00024771541939117014
668,0.0,prospect,0.0002470097679179162
669,0.0,downturn,0.00024676669272594154
670,0.0,rely,0.00024661561474204063
671,0.0,expose,0.00024566141655668616
672,0.0,responsible,0.000245631585130468
673,0.0,surplus,0.0002454618806950748
674,0.0,back,0.00024521673913113773
675,0.0,off,0.00024471740471199155
676,0.0,damage,0.0002441501710563898
677,0.0,objective,0.000244107999606058
678,0.0,analysis,0.0002436229115119204
679,0.0,adjust,0.00024355333880521357
680,0.0,subordinate,0.0002434666530461982
681,0.0,wholly,0.0002432355104247108
682,0.0,typically,0.00024257860786747187
683,0.0,successful,0.00024255203607026488
684,0.0,influence,0.00024250672140624374
685,0.0,retirement,0.00024223925720434636
686,0.0,arise,0.00024117555585689843
687,0.0,project,0.0002410461602266878
688,0.0,criterion,0.0002397905773250386
689,0.0,furthermore,0.00023836891341488808
690,0.0,cease,0.00023825280368328094
691,0.0,stability,0.00023786323436070234
692,0.0,copy,0.00023716686700936407
693,0.0,restoration,0.00023595757375005633
694,0.0,drive,0.0002353718737140298
695,0.0,knowledge,0.00023524613061454147
696,0.0,combination,0.000232391816098243
697,0.0,county,0.00023234124819282442
698,0.0,termination,0.00023186222824733704
699,0.0,money_laundering,0.00023154469090513885
700,0.0,regular,0.00023144671285990626
701,0.0,successfully,0.00023124397557694465
702,0.0,generate,0.00023106200387701392
703,0.0,reasonably,0.00023067992879077792
704,0.0,domestic,0.0002298845793120563
705,0.0,acceptable,0.00022943707881495357
706,0.0,fall,0.00022808108769822866
707,0.0,payable,0.0002268786629429087
708,0.0,litigation,0.00022632096079178154
709,0.0,fact,0.00022593632456846535
710,0.0,client,0.0002258199965581298
711,0.0,reform,0.00022557064949069172
712,0.0,permissible,0.0002232771075796336
713,0.0,respectively,0.00022182882821653038
714,0.0,par,0.0002216653956566006
715,0.0,deterioration,0.0002216195862274617
716,0.0,constitute,0.00022072010324336588
717,0.0,signature,0.00022039531904738396
718,0.0,fluctuation,0.0002203357289545238
719,0.0,weakness,0.00021989458764437586
720,0.0,marketing,0.00021910251234658062
721,0.0,letter,0.0002188121434301138
722,0.0,expansion,0.00021868593466933817
723,0.0,favorable,0.0002182353346142918
724,0.0,numerous,0.0002181782911065966
725,0.0,differ,0.0002179176517529413
726,0.0,build,0.0002174580586142838
727,0.0,election,0.00021739283693023026
728,0.0,merge,0.00021719570213463157
729,0.0,equipment,0.00021671019203495234
730,0.0,space,0.00021649223344866186
731,0.0,accelerated_filer,0.00021624218788929284
732,0.0,housing,0.00021596364967990667
733,0.0,lend,0.00021594305871985853
734,0.0,accordingly,0.00021437415853142738
735,0.0,even,0.00021414687216747552
